date,next,new,total_unemp,men,women,head
2009/7/1,270,85,355,225,138,91
2009/7/2,270,85,355,225,138,91
2009/7/3,270,85,355,225,138,91
2009/7/4,270,85,355,225,138,91
2009/7/5,270,85,355,225,138,91
2009/7/6,270,85,355,225,138,91
2009/7/7,270,85,355,225,138,91
2009/7/8,270,85,355,225,138,91
2009/7/9,270,85,355,225,138,91
2009/7/10,270,85,355,225,138,91
2009/7/11,270,85,355,225,138,91
2009/7/12,270,85,355,225,138,91
2009/7/13,270,85,355,225,138,91
2009/7/14,270,85,355,225,138,91
2009/7/15,270,85,355,225,138,91
2009/7/16,270,85,355,225,138,91
2009/7/17,270,85,355,225,138,91
2009/7/18,270,85,355,225,138,91
2009/7/19,270,85,355,225,138,91
2009/7/20,270,85,355,225,138,91
2009/7/21,270,85,355,225,138,91
2009/7/22,270,85,355,225,138,91
2009/7/23,270,85,355,225,138,91
2009/7/24,270,85,355,225,138,91
2009/7/25,270,85,355,225,138,91
2009/7/26,270,85,355,225,138,91
2009/7/27,270,85,355,225,138,91
2009/7/28,270,85,355,225,138,91
2009/7/29,270,85,355,225,138,91
2009/7/30,270,85,355,225,138,91
2009/7/31,270,85,355,225,138,91
2009/8/1,268,84,352,221,137,88
2009/8/2,268,84,352,221,137,88
2009/8/3,268,84,352,221,137,88
2009/8/4,268,84,352,221,137,88
2009/8/5,268,84,352,221,137,88
2009/8/6,268,84,352,221,137,88
2009/8/7,268,84,352,221,137,88
2009/8/8,268,84,352,221,137,88
2009/8/9,268,84,352,221,137,88
2009/8/10,268,84,352,221,137,88
2009/8/11,268,84,352,221,137,88
2009/8/12,268,84,352,221,137,88
2009/8/13,268,84,352,221,137,88
2009/8/14,268,84,352,221,137,88
2009/8/15,268,84,352,221,137,88
2009/8/16,268,84,352,221,137,88
2009/8/17,268,84,352,221,137,88
2009/8/18,268,84,352,221,137,88
2009/8/19,268,84,352,221,137,88
2009/8/20,268,84,352,221,137,88
2009/8/21,268,84,352,221,137,88
2009/8/22,268,84,352,221,137,88
2009/8/23,268,84,352,221,137,88
2009/8/24,268,84,352,221,137,88
2009/8/25,268,84,352,221,137,88
2009/8/26,268,84,352,221,137,88
2009/8/27,268,84,352,221,137,88
2009/8/28,268,84,352,221,137,88
2009/8/29,268,84,352,221,137,88
2009/8/30,268,84,352,221,137,88
2009/8/31,268,84,352,221,137,88
2009/9/1,261,92,353,214,142,87
2009/9/2,261,92,353,214,142,87
2009/9/3,261,92,353,214,142,87
2009/9/4,261,92,353,214,142,87
2009/9/5,261,92,353,214,142,87
2009/9/6,261,92,353,214,142,87
2009/9/7,261,92,353,214,142,87
2009/9/8,261,92,353,214,142,87
2009/9/9,261,92,353,214,142,87
2009/9/10,261,92,353,214,142,87
2009/9/11,261,92,353,214,142,87
2009/9/12,261,92,353,214,142,87
2009/9/13,261,92,353,214,142,87
2009/9/14,261,92,353,214,142,87
2009/9/15,261,92,353,214,142,87
2009/9/16,261,92,353,214,142,87
2009/9/17,261,92,353,214,142,87
2009/9/18,261,92,353,214,142,87
2009/9/19,261,92,353,214,142,87
2009/9/20,261,92,353,214,142,87
2009/9/21,261,92,353,214,142,87
2009/9/22,261,92,353,214,142,87
2009/9/23,261,92,353,214,142,87
2009/9/24,261,92,353,214,142,87
2009/9/25,261,92,353,214,142,87
2009/9/26,261,92,353,214,142,87
2009/9/27,261,92,353,214,142,87
2009/9/28,261,92,353,214,142,87
2009/9/29,261,92,353,214,142,87
2009/9/30,261,92,353,214,142,87
2009/10/1,255,87,342,207,135,87
2009/10/2,255,87,342,207,135,87
2009/10/3,255,87,342,207,135,87
2009/10/4,255,87,342,207,135,87
2009/10/5,255,87,342,207,135,87
2009/10/6,255,87,342,207,135,87
2009/10/7,255,87,342,207,135,87
2009/10/8,255,87,342,207,135,87
2009/10/9,255,87,342,207,135,87
2009/10/10,255,87,342,207,135,87
2009/10/11,255,87,342,207,135,87
2009/10/12,255,87,342,207,135,87
2009/10/13,255,87,342,207,135,87
2009/10/14,255,87,342,207,135,87
2009/10/15,255,87,342,207,135,87
2009/10/16,255,87,342,207,135,87
2009/10/17,255,87,342,207,135,87
2009/10/18,255,87,342,207,135,87
2009/10/19,255,87,342,207,135,87
2009/10/20,255,87,342,207,135,87
2009/10/21,255,87,342,207,135,87
2009/10/22,255,87,342,207,135,87
2009/10/23,255,87,342,207,135,87
2009/10/24,255,87,342,207,135,87
2009/10/25,255,87,342,207,135,87
2009/10/26,255,87,342,207,135,87
2009/10/27,255,87,342,207,135,87
2009/10/28,255,87,342,207,135,87
2009/10/29,255,87,342,207,135,87
2009/10/30,255,87,342,207,135,87
2009/10/31,255,87,342,207,135,87
2009/11/1,261,82,343,210,137,89
2009/11/2,261,82,343,210,137,89
2009/11/3,261,82,343,210,137,89
2009/11/4,261,82,343,210,137,89
2009/11/5,261,82,343,210,137,89
2009/11/6,261,82,343,210,137,89
2009/11/7,261,82,343,210,137,89
2009/11/8,261,82,343,210,137,89
2009/11/9,261,82,343,210,137,89
2009/11/10,261,82,343,210,137,89
2009/11/11,261,82,343,210,137,89
2009/11/12,261,82,343,210,137,89
2009/11/13,261,82,343,210,137,89
2009/11/14,261,82,343,210,137,89
2009/11/15,261,82,343,210,137,89
2009/11/16,261,82,343,210,137,89
2009/11/17,261,82,343,210,137,89
2009/11/18,261,82,343,210,137,89
2009/11/19,261,82,343,210,137,89
2009/11/20,261,82,343,210,137,89
2009/11/21,261,82,343,210,137,89
2009/11/22,261,82,343,210,137,89
2009/11/23,261,82,343,210,137,89
2009/11/24,261,82,343,210,137,89
2009/11/25,261,82,343,210,137,89
2009/11/26,261,82,343,210,137,89
2009/11/27,261,82,343,210,137,89
2009/11/28,261,82,343,210,137,89
2009/11/29,261,82,343,210,137,89
2009/11/30,261,82,343,210,137,89
2009/12/1,250,86,336,203,139,78
2009/12/2,250,86,336,203,139,78
2009/12/3,250,86,336,203,139,78
2009/12/4,250,86,336,203,139,78
2009/12/5,250,86,336,203,139,78
2009/12/6,250,86,336,203,139,78
2009/12/7,250,86,336,203,139,78
2009/12/8,250,86,336,203,139,78
2009/12/9,250,86,336,203,139,78
2009/12/10,250,86,336,203,139,78
2009/12/11,250,86,336,203,139,78
2009/12/12,250,86,336,203,139,78
2009/12/13,250,86,336,203,139,78
2009/12/14,250,86,336,203,139,78
2009/12/15,250,86,336,203,139,78
2009/12/16,250,86,336,203,139,78
2009/12/17,250,86,336,203,139,78
2009/12/18,250,86,336,203,139,78
2009/12/19,250,86,336,203,139,78
2009/12/20,250,86,336,203,139,78
2009/12/21,250,86,336,203,139,78
2009/12/22,250,86,336,203,139,78
2009/12/23,250,86,336,203,139,78
2009/12/24,250,86,336,203,139,78
2009/12/25,250,86,336,203,139,78
2009/12/26,250,86,336,203,139,78
2009/12/27,250,86,336,203,139,78
2009/12/28,250,86,336,203,139,78
2009/12/29,250,86,336,203,139,78
2009/12/30,250,86,336,203,139,78
2009/12/31,250,86,336,203,139,78
2010/1/1,246,84,330,203,132,82
2010/1/2,246,84,330,203,132,82
2010/1/3,246,84,330,203,132,82
2010/1/4,246,84,330,203,132,82
2010/1/5,246,84,330,203,132,82
2010/1/6,246,84,330,203,132,82
2010/1/7,246,84,330,203,132,82
2010/1/8,246,84,330,203,132,82
2010/1/9,246,84,330,203,132,82
2010/1/10,246,84,330,203,132,82
2010/1/11,246,84,330,203,132,82
2010/1/12,246,84,330,203,132,82
2010/1/13,246,84,330,203,132,82
2010/1/14,246,84,330,203,132,82
2010/1/15,246,84,330,203,132,82
2010/1/16,246,84,330,203,132,82
2010/1/17,246,84,330,203,132,82
2010/1/18,246,84,330,203,132,82
2010/1/19,246,84,330,203,132,82
2010/1/20,246,84,330,203,132,82
2010/1/21,246,84,330,203,132,82
2010/1/22,246,84,330,203,132,82
2010/1/23,246,84,330,203,132,82
2010/1/24,246,84,330,203,132,82
2010/1/25,246,84,330,203,132,82
2010/1/26,246,84,330,203,132,82
2010/1/27,246,84,330,203,132,82
2010/1/28,246,84,330,203,132,82
2010/1/29,246,84,330,203,132,82
2010/1/30,246,84,330,203,132,82
2010/1/31,246,84,330,203,132,82
2010/2/1,251,76,327,206,125,83
2010/2/2,251,76,327,206,125,83
2010/2/3,251,76,327,206,125,83
2010/2/4,251,76,327,206,125,83
2010/2/5,251,76,327,206,125,83
2010/2/6,251,76,327,206,125,83
2010/2/7,251,76,327,206,125,83
2010/2/8,251,76,327,206,125,83
2010/2/9,251,76,327,206,125,83
2010/2/10,251,76,327,206,125,83
2010/2/11,251,76,327,206,125,83
2010/2/12,251,76,327,206,125,83
2010/2/13,251,76,327,206,125,83
2010/2/14,251,76,327,206,125,83
2010/2/15,251,76,327,206,125,83
2010/2/16,251,76,327,206,125,83
2010/2/17,251,76,327,206,125,83
2010/2/18,251,76,327,206,125,83
2010/2/19,251,76,327,206,125,83
2010/2/20,251,76,327,206,125,83
2010/2/21,251,76,327,206,125,83
2010/2/22,251,76,327,206,125,83
2010/2/23,251,76,327,206,125,83
2010/2/24,251,76,327,206,125,83
2010/2/25,251,76,327,206,125,83
2010/2/26,251,76,327,206,125,83
2010/2/27,251,76,327,206,125,83
2010/2/28,251,76,327,206,125,83
2010/3/1,249,85,334,212,127,83
2010/3/2,249,85,334,212,127,83
2010/3/3,249,85,334,212,127,83
2010/3/4,249,85,334,212,127,83
2010/3/5,249,85,334,212,127,83
2010/3/6,249,85,334,212,127,83
2010/3/7,249,85,334,212,127,83
2010/3/8,249,85,334,212,127,83
2010/3/9,249,85,334,212,127,83
2010/3/10,249,85,334,212,127,83
2010/3/11,249,85,334,212,127,83
2010/3/12,249,85,334,212,127,83
2010/3/13,249,85,334,212,127,83
2010/3/14,249,85,334,212,127,83
2010/3/15,249,85,334,212,127,83
2010/3/16,249,85,334,212,127,83
2010/3/17,249,85,334,212,127,83
2010/3/18,249,85,334,212,127,83
2010/3/19,249,85,334,212,127,83
2010/3/20,249,85,334,212,127,83
2010/3/21,249,85,334,212,127,83
2010/3/22,249,85,334,212,127,83
2010/3/23,249,85,334,212,127,83
2010/3/24,249,85,334,212,127,83
2010/3/25,249,85,334,212,127,83
2010/3/26,249,85,334,212,127,83
2010/3/27,249,85,334,212,127,83
2010/3/28,249,85,334,212,127,83
2010/3/29,249,85,334,212,127,83
2010/3/30,249,85,334,212,127,83
2010/3/31,249,85,334,212,127,83
2010/4/1,241,88,329,207,129,81
2010/4/2,241,88,329,207,129,81
2010/4/3,241,88,329,207,129,81
2010/4/4,241,88,329,207,129,81
2010/4/5,241,88,329,207,129,81
2010/4/6,241,88,329,207,129,81
2010/4/7,241,88,329,207,129,81
2010/4/8,241,88,329,207,129,81
2010/4/9,241,88,329,207,129,81
2010/4/10,241,88,329,207,129,81
2010/4/11,241,88,329,207,129,81
2010/4/12,241,88,329,207,129,81
2010/4/13,241,88,329,207,129,81
2010/4/14,241,88,329,207,129,81
2010/4/15,241,88,329,207,129,81
2010/4/16,241,88,329,207,129,81
2010/4/17,241,88,329,207,129,81
2010/4/18,241,88,329,207,129,81
2010/4/19,241,88,329,207,129,81
2010/4/20,241,88,329,207,129,81
2010/4/21,241,88,329,207,129,81
2010/4/22,241,88,329,207,129,81
2010/4/23,241,88,329,207,129,81
2010/4/24,241,88,329,207,129,81
2010/4/25,241,88,329,207,129,81
2010/4/26,241,88,329,207,129,81
2010/4/27,241,88,329,207,129,81
2010/4/28,241,88,329,207,129,81
2010/4/29,241,88,329,207,129,81
2010/4/30,241,88,329,207,129,81
2010/5/1,241,90,331,210,129,80
2010/5/2,241,90,331,210,129,80
2010/5/3,241,90,331,210,129,80
2010/5/4,241,90,331,210,129,80
2010/5/5,241,90,331,210,129,80
2010/5/6,241,90,331,210,129,80
2010/5/7,241,90,331,210,129,80
2010/5/8,241,90,331,210,129,80
2010/5/9,241,90,331,210,129,80
2010/5/10,241,90,331,210,129,80
2010/5/11,241,90,331,210,129,80
2010/5/12,241,90,331,210,129,80
2010/5/13,241,90,331,210,129,80
2010/5/14,241,90,331,210,129,80
2010/5/15,241,90,331,210,129,80
2010/5/16,241,90,331,210,129,80
2010/5/17,241,90,331,210,129,80
2010/5/18,241,90,331,210,129,80
2010/5/19,241,90,331,210,129,80
2010/5/20,241,90,331,210,129,80
2010/5/21,241,90,331,210,129,80
2010/5/22,241,90,331,210,129,80
2010/5/23,241,90,331,210,129,80
2010/5/24,241,90,331,210,129,80
2010/5/25,241,90,331,210,129,80
2010/5/26,241,90,331,210,129,80
2010/5/27,241,90,331,210,129,80
2010/5/28,241,90,331,210,129,80
2010/5/29,241,90,331,210,129,80
2010/5/30,241,90,331,210,129,80
2010/5/31,241,90,331,210,129,80
2010/6/1,239,94,333,212,130,78
2010/6/2,239,94,333,212,130,78
2010/6/3,239,94,333,212,130,78
2010/6/4,239,94,333,212,130,78
2010/6/5,239,94,333,212,130,78
2010/6/6,239,94,333,212,130,78
2010/6/7,239,94,333,212,130,78
2010/6/8,239,94,333,212,130,78
2010/6/9,239,94,333,212,130,78
2010/6/10,239,94,333,212,130,78
2010/6/11,239,94,333,212,130,78
2010/6/12,239,94,333,212,130,78
2010/6/13,239,94,333,212,130,78
2010/6/14,239,94,333,212,130,78
2010/6/15,239,94,333,212,130,78
2010/6/16,239,94,333,212,130,78
2010/6/17,239,94,333,212,130,78
2010/6/18,239,94,333,212,130,78
2010/6/19,239,94,333,212,130,78
2010/6/20,239,94,333,212,130,78
2010/6/21,239,94,333,212,130,78
2010/6/22,239,94,333,212,130,78
2010/6/23,239,94,333,212,130,78
2010/6/24,239,94,333,212,130,78
2010/6/25,239,94,333,212,130,78
2010/6/26,239,94,333,212,130,78
2010/6/27,239,94,333,212,130,78
2010/6/28,239,94,333,212,130,78
2010/6/29,239,94,333,212,130,78
2010/6/30,239,94,333,212,130,78
2010/7/1,241,82,323,205,123,83
2010/7/2,241,82,323,205,123,83
2010/7/3,241,82,323,205,123,83
2010/7/4,241,82,323,205,123,83
2010/7/5,241,82,323,205,123,83
2010/7/6,241,82,323,205,123,83
2010/7/7,241,82,323,205,123,83
2010/7/8,241,82,323,205,123,83
2010/7/9,241,82,323,205,123,83
2010/7/10,241,82,323,205,123,83
2010/7/11,241,82,323,205,123,83
2010/7/12,241,82,323,205,123,83
2010/7/13,241,82,323,205,123,83
2010/7/14,241,82,323,205,123,83
2010/7/15,241,82,323,205,123,83
2010/7/16,241,82,323,205,123,83
2010/7/17,241,82,323,205,123,83
2010/7/18,241,82,323,205,123,83
2010/7/19,241,82,323,205,123,83
2010/7/20,241,82,323,205,123,83
2010/7/21,241,82,323,205,123,83
2010/7/22,241,82,323,205,123,83
2010/7/23,241,82,323,205,123,83
2010/7/24,241,82,323,205,123,83
2010/7/25,241,82,323,205,123,83
2010/7/26,241,82,323,205,123,83
2010/7/27,241,82,323,205,123,83
2010/7/28,241,82,323,205,123,83
2010/7/29,241,82,323,205,123,83
2010/7/30,241,82,323,205,123,83
2010/7/31,241,82,323,205,123,83
2010/8/1,243,86,329,205,127,84
2010/8/2,243,86,329,205,127,84
2010/8/3,243,86,329,205,127,84
2010/8/4,243,86,329,205,127,84
2010/8/5,243,86,329,205,127,84
2010/8/6,243,86,329,205,127,84
2010/8/7,243,86,329,205,127,84
2010/8/8,243,86,329,205,127,84
2010/8/9,243,86,329,205,127,84
2010/8/10,243,86,329,205,127,84
2010/8/11,243,86,329,205,127,84
2010/8/12,243,86,329,205,127,84
2010/8/13,243,86,329,205,127,84
2010/8/14,243,86,329,205,127,84
2010/8/15,243,86,329,205,127,84
2010/8/16,243,86,329,205,127,84
2010/8/17,243,86,329,205,127,84
2010/8/18,243,86,329,205,127,84
2010/8/19,243,86,329,205,127,84
2010/8/20,243,86,329,205,127,84
2010/8/21,243,86,329,205,127,84
2010/8/22,243,86,329,205,127,84
2010/8/23,243,86,329,205,127,84
2010/8/24,243,86,329,205,127,84
2010/8/25,243,86,329,205,127,84
2010/8/26,243,86,329,205,127,84
2010/8/27,243,86,329,205,127,84
2010/8/28,243,86,329,205,127,84
2010/8/29,243,86,329,205,127,84
2010/8/30,243,86,329,205,127,84
2010/8/31,243,86,329,205,127,84
2010/9/1,248,86,334,213,125,87
2010/9/2,248,86,334,213,125,87
2010/9/3,248,86,334,213,125,87
2010/9/4,248,86,334,213,125,87
2010/9/5,248,86,334,213,125,87
2010/9/6,248,86,334,213,125,87
2010/9/7,248,86,334,213,125,87
2010/9/8,248,86,334,213,125,87
2010/9/9,248,86,334,213,125,87
2010/9/10,248,86,334,213,125,87
2010/9/11,248,86,334,213,125,87
2010/9/12,248,86,334,213,125,87
2010/9/13,248,86,334,213,125,87
2010/9/14,248,86,334,213,125,87
2010/9/15,248,86,334,213,125,87
2010/9/16,248,86,334,213,125,87
2010/9/17,248,86,334,213,125,87
2010/9/18,248,86,334,213,125,87
2010/9/19,248,86,334,213,125,87
2010/9/20,248,86,334,213,125,87
2010/9/21,248,86,334,213,125,87
2010/9/22,248,86,334,213,125,87
2010/9/23,248,86,334,213,125,87
2010/9/24,248,86,334,213,125,87
2010/9/25,248,86,334,213,125,87
2010/9/26,248,86,334,213,125,87
2010/9/27,248,86,334,213,125,87
2010/9/28,248,86,334,213,125,87
2010/9/29,248,86,334,213,125,87
2010/9/30,248,86,334,213,125,87
2010/10/1,245,86,331,208,127,85
2010/10/2,245,86,331,208,127,85
2010/10/3,245,86,331,208,127,85
2010/10/4,245,86,331,208,127,85
2010/10/5,245,86,331,208,127,85
2010/10/6,245,86,331,208,127,85
2010/10/7,245,86,331,208,127,85
2010/10/8,245,86,331,208,127,85
2010/10/9,245,86,331,208,127,85
2010/10/10,245,86,331,208,127,85
2010/10/11,245,86,331,208,127,85
2010/10/12,245,86,331,208,127,85
2010/10/13,245,86,331,208,127,85
2010/10/14,245,86,331,208,127,85
2010/10/15,245,86,331,208,127,85
2010/10/16,245,86,331,208,127,85
2010/10/17,245,86,331,208,127,85
2010/10/18,245,86,331,208,127,85
2010/10/19,245,86,331,208,127,85
2010/10/20,245,86,331,208,127,85
2010/10/21,245,86,331,208,127,85
2010/10/22,245,86,331,208,127,85
2010/10/23,245,86,331,208,127,85
2010/10/24,245,86,331,208,127,85
2010/10/25,245,86,331,208,127,85
2010/10/26,245,86,331,208,127,85
2010/10/27,245,86,331,208,127,85
2010/10/28,245,86,331,208,127,85
2010/10/29,245,86,331,208,127,85
2010/10/30,245,86,331,208,127,85
2010/10/31,245,86,331,208,127,85
2010/11/1,235,92,327,206,125,74
2010/11/2,235,92,327,206,125,74
2010/11/3,235,92,327,206,125,74
2010/11/4,235,92,327,206,125,74
2010/11/5,235,92,327,206,125,74
2010/11/6,235,92,327,206,125,74
2010/11/7,235,92,327,206,125,74
2010/11/8,235,92,327,206,125,74
2010/11/9,235,92,327,206,125,74
2010/11/10,235,92,327,206,125,74
2010/11/11,235,92,327,206,125,74
2010/11/12,235,92,327,206,125,74
2010/11/13,235,92,327,206,125,74
2010/11/14,235,92,327,206,125,74
2010/11/15,235,92,327,206,125,74
2010/11/16,235,92,327,206,125,74
2010/11/17,235,92,327,206,125,74
2010/11/18,235,92,327,206,125,74
2010/11/19,235,92,327,206,125,74
2010/11/20,235,92,327,206,125,74
2010/11/21,235,92,327,206,125,74
2010/11/22,235,92,327,206,125,74
2010/11/23,235,92,327,206,125,74
2010/11/24,235,92,327,206,125,74
2010/11/25,235,92,327,206,125,74
2010/11/26,235,92,327,206,125,74
2010/11/27,235,92,327,206,125,74
2010/11/28,235,92,327,206,125,74
2010/11/29,235,92,327,206,125,74
2010/11/30,235,92,327,206,125,74
2010/12/1,229,87,316,200,120,74
2010/12/2,229,87,316,200,120,74
2010/12/3,229,87,316,200,120,74
2010/12/4,229,87,316,200,120,74
2010/12/5,229,87,316,200,120,74
2010/12/6,229,87,316,200,120,74
2010/12/7,229,87,316,200,120,74
2010/12/8,229,87,316,200,120,74
2010/12/9,229,87,316,200,120,74
2010/12/10,229,87,316,200,120,74
2010/12/11,229,87,316,200,120,74
2010/12/12,229,87,316,200,120,74
2010/12/13,229,87,316,200,120,74
2010/12/14,229,87,316,200,120,74
2010/12/15,229,87,316,200,120,74
2010/12/16,229,87,316,200,120,74
2010/12/17,229,87,316,200,120,74
2010/12/18,229,87,316,200,120,74
2010/12/19,229,87,316,200,120,74
2010/12/20,229,87,316,200,120,74
2010/12/21,229,87,316,200,120,74
2010/12/22,229,87,316,200,120,74
2010/12/23,229,87,316,200,120,74
2010/12/24,229,87,316,200,120,74
2010/12/25,229,87,316,200,120,74
2010/12/26,229,87,316,200,120,74
2010/12/27,229,87,316,200,120,74
2010/12/28,229,87,316,200,120,74
2010/12/29,229,87,316,200,120,74
2010/12/30,229,87,316,200,120,74
2010/12/31,229,87,316,200,120,74
2011/1/1,229,85,314,200,116,79
2011/1/2,229,85,314,200,116,79
2011/1/3,229,85,314,200,116,79
2011/1/4,229,85,314,200,116,79
2011/1/5,229,85,314,200,116,79
2011/1/6,229,85,314,200,116,79
2011/1/7,229,85,314,200,116,79
2011/1/8,229,85,314,200,116,79
2011/1/9,229,85,314,200,116,79
2011/1/10,229,85,314,200,116,79
2011/1/11,229,85,314,200,116,79
2011/1/12,229,85,314,200,116,79
2011/1/13,229,85,314,200,116,79
2011/1/14,229,85,314,200,116,79
2011/1/15,229,85,314,200,116,79
2011/1/16,229,85,314,200,116,79
2011/1/17,229,85,314,200,116,79
2011/1/18,229,85,314,200,116,79
2011/1/19,229,85,314,200,116,79
2011/1/20,229,85,314,200,116,79
2011/1/21,229,85,314,200,116,79
2011/1/22,229,85,314,200,116,79
2011/1/23,229,85,314,200,116,79
2011/1/24,229,85,314,200,116,79
2011/1/25,229,85,314,200,116,79
2011/1/26,229,85,314,200,116,79
2011/1/27,229,85,314,200,116,79
2011/1/28,229,85,314,200,116,79
2011/1/29,229,85,314,200,116,79
2011/1/30,229,85,314,200,116,79
2011/1/31,229,85,314,200,116,79
2011/2/1,221,85,306,189,119,76
2011/2/2,221,85,306,189,119,76
2011/2/3,221,85,306,189,119,76
2011/2/4,221,85,306,189,119,76
2011/2/5,221,85,306,189,119,76
2011/2/6,221,85,306,189,119,76
2011/2/7,221,85,306,189,119,76
2011/2/8,221,85,306,189,119,76
2011/2/9,221,85,306,189,119,76
2011/2/10,221,85,306,189,119,76
2011/2/11,221,85,306,189,119,76
2011/2/12,221,85,306,189,119,76
2011/2/13,221,85,306,189,119,76
2011/2/14,221,85,306,189,119,76
2011/2/15,221,85,306,189,119,76
2011/2/16,221,85,306,189,119,76
2011/2/17,221,85,306,189,119,76
2011/2/18,221,85,306,189,119,76
2011/2/19,221,85,306,189,119,76
2011/2/20,221,85,306,189,119,76
2011/2/21,221,85,306,189,119,76
2011/2/22,221,85,306,189,119,76
2011/2/23,221,85,306,189,119,76
2011/2/24,221,85,306,189,119,76
2011/2/25,221,85,306,189,119,76
2011/2/26,221,85,306,189,119,76
2011/2/27,221,85,306,189,119,76
