date,next,new,total_unemp,men,women,head
2011/2/28,221,85,306,189,119,76
2011/3/1,225,80,305,190,119,75
2011/3/2,225,80,305,190,119,75
2011/3/3,225,80,305,190,119,75
2011/3/4,225,80,305,190,119,75
2011/3/5,225,80,305,190,119,75
2011/3/6,225,80,305,190,119,75
2011/3/7,225,80,305,190,119,75
2011/3/8,225,80,305,190,119,75
2011/3/9,225,80,305,190,119,75
2011/3/10,225,80,305,190,119,75
2011/3/11,225,80,305,190,119,75
2011/3/12,225,80,305,190,119,75
2011/3/13,225,80,305,190,119,75
2011/3/14,225,80,305,190,119,75
2011/3/15,225,80,305,190,119,75
2011/3/16,225,80,305,190,119,75
2011/3/17,225,80,305,190,119,75
2011/3/18,225,80,305,190,119,75
2011/3/19,225,80,305,190,119,75
2011/3/20,225,80,305,190,119,75
2011/3/21,225,80,305,190,119,75
2011/3/22,225,80,305,190,119,75
2011/3/23,225,80,305,190,119,75
2011/3/24,225,80,305,190,119,75
2011/3/25,225,80,305,190,119,75
2011/3/26,225,80,305,190,119,75
2011/3/27,225,80,305,190,119,75
2011/3/28,225,80,305,190,119,75
2011/3/29,225,80,305,190,119,75
2011/3/30,225,80,305,190,119,75
2011/3/31,225,80,305,190,119,75
2011/4/1,219,83,302,193,114,76
2011/4/2,219,83,302,193,114,76
2011/4/3,219,83,302,193,114,76
2011/4/4,219,83,302,193,114,76
2011/4/5,219,83,302,193,114,76
2011/4/6,219,83,302,193,114,76
2011/4/7,219,83,302,193,114,76
2011/4/8,219,83,302,193,114,76
2011/4/9,219,83,302,193,114,76
2011/4/10,219,83,302,193,114,76
2011/4/11,219,83,302,193,114,76
2011/4/12,219,83,302,193,114,76
2011/4/13,219,83,302,193,114,76
2011/4/14,219,83,302,193,114,76
2011/4/15,219,83,302,193,114,76
2011/4/16,219,83,302,193,114,76
2011/4/17,219,83,302,193,114,76
2011/4/18,219,83,302,193,114,76
2011/4/19,219,83,302,193,114,76
2011/4/20,219,83,302,193,114,76
2011/4/21,219,83,302,193,114,76
2011/4/22,219,83,302,193,114,76
2011/4/23,219,83,302,193,114,76
2011/4/24,219,83,302,193,114,76
2011/4/25,219,83,302,193,114,76
2011/4/26,219,83,302,193,114,76
2011/4/27,219,83,302,193,114,76
2011/4/28,219,83,302,193,114,76
2011/4/29,219,83,302,193,114,76
2011/4/30,219,83,302,193,114,76
2011/5/1,218,80,298,191,113,75
2011/5/2,218,80,298,191,113,75
2011/5/3,218,80,298,191,113,75
2011/5/4,218,80,298,191,113,75
2011/5/5,218,80,298,191,113,75
2011/5/6,218,80,298,191,113,75
2011/5/7,218,80,298,191,113,75
2011/5/8,218,80,298,191,113,75
2011/5/9,218,80,298,191,113,75
2011/5/10,218,80,298,191,113,75
2011/5/11,218,80,298,191,113,75
2011/5/12,218,80,298,191,113,75
2011/5/13,218,80,298,191,113,75
2011/5/14,218,80,298,191,113,75
2011/5/15,218,80,298,191,113,75
2011/5/16,218,80,298,191,113,75
2011/5/17,218,80,298,191,113,75
2011/5/18,218,80,298,191,113,75
2011/5/19,218,80,298,191,113,75
2011/5/20,218,80,298,191,113,75
2011/5/21,218,80,298,191,113,75
2011/5/22,218,80,298,191,113,75
2011/5/23,218,80,298,191,113,75
2011/5/24,218,80,298,191,113,75
2011/5/25,218,80,298,191,113,75
2011/5/26,218,80,298,191,113,75
2011/5/27,218,80,298,191,113,75
2011/5/28,218,80,298,191,113,75
2011/5/29,218,80,298,191,113,75
2011/5/30,218,80,298,191,113,75
2011/5/31,218,80,298,191,113,75
2011/6/1,222,79,301,188,120,75
2011/6/2,222,79,301,188,120,75
2011/6/3,222,79,301,188,120,75
2011/6/4,222,79,301,188,120,75
2011/6/5,222,79,301,188,120,75
2011/6/6,222,79,301,188,120,75
2011/6/7,222,79,301,188,120,75
2011/6/8,222,79,301,188,120,75
2011/6/9,222,79,301,188,120,75
2011/6/10,222,79,301,188,120,75
2011/6/11,222,79,301,188,120,75
2011/6/12,222,79,301,188,120,75
2011/6/13,222,79,301,188,120,75
2011/6/14,222,79,301,188,120,75
2011/6/15,222,79,301,188,120,75
2011/6/16,222,79,301,188,120,75
2011/6/17,222,79,301,188,120,75
2011/6/18,222,79,301,188,120,75
2011/6/19,222,79,301,188,120,75
2011/6/20,222,79,301,188,120,75
2011/6/21,222,79,301,188,120,75
2011/6/22,222,79,301,188,120,75
2011/6/23,222,79,301,188,120,75
2011/6/24,222,79,301,188,120,75
2011/6/25,222,79,301,188,120,75
2011/6/26,222,79,301,188,120,75
2011/6/27,222,79,301,188,120,75
2011/6/28,222,79,301,188,120,75
2011/6/29,222,79,301,188,120,75
2011/6/30,222,79,301,188,120,75
2011/7/1,226,77,303,190,118,78
2011/7/2,226,77,303,190,118,78
2011/7/3,226,77,303,190,118,78
2011/7/4,226,77,303,190,118,78
2011/7/5,226,77,303,190,118,78
2011/7/6,226,77,303,190,118,78
2011/7/7,226,77,303,190,118,78
2011/7/8,226,77,303,190,118,78
2011/7/9,226,77,303,190,118,78
2011/7/10,226,77,303,190,118,78
2011/7/11,226,77,303,190,118,78
2011/7/12,226,77,303,190,118,78
2011/7/13,226,77,303,190,118,78
2011/7/14,226,77,303,190,118,78
2011/7/15,226,77,303,190,118,78
2011/7/16,226,77,303,190,118,78
2011/7/17,226,77,303,190,118,78
2011/7/18,226,77,303,190,118,78
2011/7/19,226,77,303,190,118,78
2011/7/20,226,77,303,190,118,78
2011/7/21,226,77,303,190,118,78
2011/7/22,226,77,303,190,118,78
2011/7/23,226,77,303,190,118,78
2011/7/24,226,77,303,190,118,78
2011/7/25,226,77,303,190,118,78
2011/7/26,226,77,303,190,118,78
2011/7/27,226,77,303,190,118,78
2011/7/28,226,77,303,190,118,78
2011/7/29,226,77,303,190,118,78
2011/7/30,226,77,303,190,118,78
2011/7/31,226,77,303,190,118,78
2011/8/1,205,81,286,178,113,68
2011/8/2,205,81,286,178,113,68
2011/8/3,205,81,286,178,113,68
2011/8/4,205,81,286,178,113,68
2011/8/5,205,81,286,178,113,68
2011/8/6,205,81,286,178,113,68
2011/8/7,205,81,286,178,113,68
2011/8/8,205,81,286,178,113,68
2011/8/9,205,81,286,178,113,68
2011/8/10,205,81,286,178,113,68
2011/8/11,205,81,286,178,113,68
2011/8/12,205,81,286,178,113,68
2011/8/13,205,81,286,178,113,68
2011/8/14,205,81,286,178,113,68
2011/8/15,205,81,286,178,113,68
2011/8/16,205,81,286,178,113,68
2011/8/17,205,81,286,178,113,68
2011/8/18,205,81,286,178,113,68
2011/8/19,205,81,286,178,113,68
2011/8/20,205,81,286,178,113,68
2011/8/21,205,81,286,178,113,68
2011/8/22,205,81,286,178,113,68
2011/8/23,205,81,286,178,113,68
2011/8/24,205,81,286,178,113,68
2011/8/25,205,81,286,178,113,68
2011/8/26,205,81,286,178,113,68
2011/8/27,205,81,286,178,113,68
2011/8/28,205,81,286,178,113,68
2011/8/29,205,81,286,178,113,68
2011/8/30,205,81,286,178,113,68
2011/8/31,205,81,286,178,113,68
2011/9/1,199,74,273,172,103,66
2011/9/2,199,74,273,172,103,66
2011/9/3,199,74,273,172,103,66
2011/9/4,199,74,273,172,103,66
2011/9/5,199,74,273,172,103,66
2011/9/6,199,74,273,172,103,66
2011/9/7,199,74,273,172,103,66
2011/9/8,199,74,273,172,103,66
2011/9/9,199,74,273,172,103,66
2011/9/10,199,74,273,172,103,66
2011/9/11,199,74,273,172,103,66
2011/9/12,199,74,273,172,103,66
2011/9/13,199,74,273,172,103,66
2011/9/14,199,74,273,172,103,66
2011/9/15,199,74,273,172,103,66
2011/9/16,199,74,273,172,103,66
2011/9/17,199,74,273,172,103,66
2011/9/18,199,74,273,172,103,66
2011/9/19,199,74,273,172,103,66
2011/9/20,199,74,273,172,103,66
2011/9/21,199,74,273,172,103,66
2011/9/22,199,74,273,172,103,66
2011/9/23,199,74,273,172,103,66
2011/9/24,199,74,273,172,103,66
2011/9/25,199,74,273,172,103,66
2011/9/26,199,74,273,172,103,66
2011/9/27,199,74,273,172,103,66
2011/9/28,199,74,273,172,103,66
2011/9/29,199,74,273,172,103,66
2011/9/30,199,74,273,172,103,66
2011/10/1,208,78,286,181,106,70
2011/10/2,208,78,286,181,106,70
2011/10/3,208,78,286,181,106,70
2011/10/4,208,78,286,181,106,70
2011/10/5,208,78,286,181,106,70
2011/10/6,208,78,286,181,106,70
2011/10/7,208,78,286,181,106,70
2011/10/8,208,78,286,181,106,70
2011/10/9,208,78,286,181,106,70
2011/10/10,208,78,286,181,106,70
2011/10/11,208,78,286,181,106,70
2011/10/12,208,78,286,181,106,70
2011/10/13,208,78,286,181,106,70
2011/10/14,208,78,286,181,106,70
2011/10/15,208,78,286,181,106,70
2011/10/16,208,78,286,181,106,70
2011/10/17,208,78,286,181,106,70
2011/10/18,208,78,286,181,106,70
2011/10/19,208,78,286,181,106,70
2011/10/20,208,78,286,181,106,70
2011/10/21,208,78,286,181,106,70
2011/10/22,208,78,286,181,106,70
2011/10/23,208,78,286,181,106,70
2011/10/24,208,78,286,181,106,70
2011/10/25,208,78,286,181,106,70
2011/10/26,208,78,286,181,106,70
2011/10/27,208,78,286,181,106,70
2011/10/28,208,78,286,181,106,70
2011/10/29,208,78,286,181,106,70
2011/10/30,208,78,286,181,106,70
2011/10/31,208,78,286,181,106,70
2011/11/1,206,83,289,181,109,68
2011/11/2,210,84,294,187,109,72
2011/11/3,209,84,293,180,116,73
2011/11/4,208,83,291,180,113,70
2011/11/5,203,88,291,180,113,68
2011/11/6,213,78,291,181,112,67
2011/11/7,204,79,283,174,110,67
2011/11/8,208,72,280,173,107,68
2011/11/9,199,80,279,173,109,64
2011/11/10,199,71,270,169,103,62
2011/11/11,199,72,271,169,104,62
2011/11/12,193,76,269,163,106,56
2011/11/13,194,71,265,164,103,60
2011/11/14,199,76,275,170,106,68
2011/11/15,199,75,274,172,103,64
2011/11/16,197,79,276,172,107,59
2011/11/17,197,71,268,172,97,59
2011/11/18,191,75,266,167,104,59
2011/11/19,194,74,268,165,105,59
2011/11/20,182,71,253,160,95,53
2011/11/21,180,70,250,161,89,53
2011/11/22,187,79,266,167,100,61
2011/11/23,180,77,257,161,97,61
2011/11/24,184,78,262,161,103,60
2011/11/25,184,72,256,156,100,60
2011/11/26,170,67,237,144,96,50
2011/11/27,167,69,236,145,95,48
2011/11/28,167,66,233,141,91,51
2011/11/29,169,67,236,143,94,52
2011/11/30,166,68,234,145,90,54
2011/12/1,210,84,294,187,109,72
2011/12/2,210,84,294,187,109,72
2011/12/3,210,84,294,187,109,72
2011/12/4,210,84,294,187,109,72
2011/12/5,210,84,294,187,109,72
2011/12/6,210,84,294,187,109,72
2011/12/7,210,84,294,187,109,72
2011/12/8,210,84,294,187,109,72
2011/12/9,210,84,294,187,109,72
2011/12/10,210,84,294,187,109,72
2011/12/11,210,84,294,187,109,72
2011/12/12,210,84,294,187,109,72
2011/12/13,210,84,294,187,109,72
2011/12/14,210,84,294,187,109,72
2011/12/15,210,84,294,187,109,72
2011/12/16,210,84,294,187,109,72
2011/12/17,210,84,294,187,109,72
2011/12/18,210,84,294,187,109,72
2011/12/19,210,84,294,187,109,72
2011/12/20,210,84,294,187,109,72
2011/12/21,210,84,294,187,109,72
2011/12/22,210,84,294,187,109,72
2011/12/23,210,84,294,187,109,72
2011/12/24,210,84,294,187,109,72
2011/12/25,210,84,294,187,109,72
2011/12/26,210,84,294,187,109,72
2011/12/27,210,84,294,187,109,72
2011/12/28,210,84,294,187,109,72
2011/12/29,210,84,294,187,109,72
2011/12/30,210,84,294,187,109,72
2011/12/31,210,84,294,187,109,72
2012/1/1,209,84,293,180,116,73
2012/1/2,209,84,293,180,116,73
2012/1/3,209,84,293,180,116,73
2012/1/4,209,84,293,180,116,73
2012/1/5,209,84,293,180,116,73
2012/1/6,209,84,293,180,116,73
2012/1/7,209,84,293,180,116,73
2012/1/8,209,84,293,180,116,73
2012/1/9,209,84,293,180,116,73
2012/1/10,209,84,293,180,116,73
2012/1/11,209,84,293,180,116,73
2012/1/12,209,84,293,180,116,73
2012/1/13,209,84,293,180,116,73
2012/1/14,209,84,293,180,116,73
2012/1/15,209,84,293,180,116,73
2012/1/16,209,84,293,180,116,73
2012/1/17,209,84,293,180,116,73
2012/1/18,209,84,293,180,116,73
2012/1/19,209,84,293,180,116,73
2012/1/20,209,84,293,180,116,73
2012/1/21,209,84,293,180,116,73
2012/1/22,209,84,293,180,116,73
2012/1/23,209,84,293,180,116,73
2012/1/24,209,84,293,180,116,73
2012/1/25,209,84,293,180,116,73
2012/1/26,209,84,293,180,116,73
2012/1/27,209,84,293,180,116,73
2012/1/28,209,84,293,180,116,73
2012/1/29,209,84,293,180,116,73
2012/1/30,209,84,293,180,116,73
2012/1/31,209,84,293,180,116,73
2012/2/1,208,83,291,180,113,70
2012/2/2,208,83,291,180,113,70
2012/2/3,208,83,291,180,113,70
2012/2/4,208,83,291,180,113,70
2012/2/5,208,83,291,180,113,70
2012/2/6,208,83,291,180,113,70
2012/2/7,208,83,291,180,113,70
2012/2/8,208,83,291,180,113,70
2012/2/9,208,83,291,180,113,70
2012/2/10,208,83,291,180,113,70
2012/2/11,208,83,291,180,113,70
2012/2/12,208,83,291,180,113,70
2012/2/13,208,83,291,180,113,70
2012/2/14,208,83,291,180,113,70
2012/2/15,208,83,291,180,113,70
2012/2/16,208,83,291,180,113,70
2012/2/17,208,83,291,180,113,70
2012/2/18,208,83,291,180,113,70
2012/2/19,208,83,291,180,113,70
2012/2/20,208,83,291,180,113,70
2012/2/21,208,83,291,180,113,70
2012/2/22,208,83,291,180,113,70
2012/2/23,208,83,291,180,113,70
2012/2/24,208,83,291,180,113,70
2012/2/25,208,83,291,180,113,70
2012/2/26,208,83,291,180,113,70
2012/2/27,208,83,291,180,113,70
2012/2/28,208,83,291,180,113,70
2012/2/29,208,83,291,180,113,70
2012/3/1,203,88,291,180,113,68
2012/3/2,203,88,291,180,113,68
2012/3/3,203,88,291,180,113,68
2012/3/4,203,88,291,180,113,68
2012/3/5,203,88,291,180,113,68
2012/3/6,203,88,291,180,113,68
2012/3/7,203,88,291,180,113,68
2012/3/8,203,88,291,180,113,68
2012/3/9,203,88,291,180,113,68
2012/3/10,203,88,291,180,113,68
2012/3/11,203,88,291,180,113,68
2012/3/12,203,88,291,180,113,68
2012/3/13,203,88,291,180,113,68
2012/3/14,203,88,291,180,113,68
2012/3/15,203,88,291,180,113,68
2012/3/16,203,88,291,180,113,68
2012/3/17,203,88,291,180,113,68
2012/3/18,203,88,291,180,113,68
2012/3/19,203,88,291,180,113,68
2012/3/20,203,88,291,180,113,68
2012/3/21,203,88,291,180,113,68
2012/3/22,203,88,291,180,113,68
2012/3/23,203,88,291,180,113,68
2012/3/24,203,88,291,180,113,68
2012/3/25,203,88,291,180,113,68
2012/3/26,203,88,291,180,113,68
2012/3/27,203,88,291,180,113,68
2012/3/28,203,88,291,180,113,68
2012/3/29,203,88,291,180,113,68
2012/3/30,203,88,291,180,113,68
2012/3/31,203,88,291,180,113,68
2012/4/1,213,78,291,181,112,67
2012/4/2,213,78,291,181,112,67
2012/4/3,213,78,291,181,112,67
2012/4/4,213,78,291,181,112,67
2012/4/5,213,78,291,181,112,67
2012/4/6,213,78,291,181,112,67
2012/4/7,213,78,291,181,112,67
2012/4/8,213,78,291,181,112,67
2012/4/9,213,78,291,181,112,67
2012/4/10,213,78,291,181,112,67
2012/4/11,213,78,291,181,112,67
2012/4/12,213,78,291,181,112,67
2012/4/13,213,78,291,181,112,67
2012/4/14,213,78,291,181,112,67
2012/4/15,213,78,291,181,112,67
2012/4/16,213,78,291,181,112,67
2012/4/17,213,78,291,181,112,67
2012/4/18,213,78,291,181,112,67
2012/4/19,213,78,291,181,112,67
2012/4/20,213,78,291,181,112,67
2012/4/21,213,78,291,181,112,67
2012/4/22,213,78,291,181,112,67
2012/4/23,213,78,291,181,112,67
2012/4/24,213,78,291,181,112,67
2012/4/25,213,78,291,181,112,67
2012/4/26,213,78,291,181,112,67
2012/4/27,213,78,291,181,112,67
2012/4/28,213,78,291,181,112,67
2012/4/29,213,78,291,181,112,67
2012/4/30,213,78,291,181,112,67
2012/5/1,204,79,283,174,110,67
2012/5/2,204,79,283,174,110,67
2012/5/3,204,79,283,174,110,67
2012/5/4,204,79,283,174,110,67
2012/5/5,204,79,283,174,110,67
2012/5/6,204,79,283,174,110,67
2012/5/7,204,79,283,174,110,67
2012/5/8,204,79,283,174,110,67
2012/5/9,204,79,283,174,110,67
2012/5/10,204,79,283,174,110,67
2012/5/11,204,79,283,174,110,67
2012/5/12,204,79,283,174,110,67
2012/5/13,204,79,283,174,110,67
2012/5/14,204,79,283,174,110,67
2012/5/15,204,79,283,174,110,67
2012/5/16,204,79,283,174,110,67
2012/5/17,204,79,283,174,110,67
2012/5/18,204,79,283,174,110,67
2012/5/19,204,79,283,174,110,67
2012/5/20,204,79,283,174,110,67
2012/5/21,204,79,283,174,110,67
2012/5/22,204,79,283,174,110,67
2012/5/23,204,79,283,174,110,67
2012/5/24,204,79,283,174,110,67
2012/5/25,204,79,283,174,110,67
2012/5/26,204,79,283,174,110,67
2012/5/27,204,79,283,174,110,67
2012/5/28,204,79,283,174,110,67
2012/5/29,204,79,283,174,110,67
2012/5/30,204,79,283,174,110,67
2012/5/31,204,79,283,174,110,67
2012/6/1,208,72,280,173,107,68
2012/6/2,208,72,280,173,107,68
2012/6/3,208,72,280,173,107,68
2012/6/4,208,72,280,173,107,68
2012/6/5,208,72,280,173,107,68
2012/6/6,208,72,280,173,107,68
2012/6/7,208,72,280,173,107,68
2012/6/8,208,72,280,173,107,68
2012/6/9,208,72,280,173,107,68
2012/6/10,208,72,280,173,107,68
2012/6/11,208,72,280,173,107,68
2012/6/12,208,72,280,173,107,68
2012/6/13,208,72,280,173,107,68
2012/6/14,208,72,280,173,107,68
2012/6/15,208,72,280,173,107,68
2012/6/16,208,72,280,173,107,68
2012/6/17,208,72,280,173,107,68
2012/6/18,208,72,280,173,107,68
2012/6/19,208,72,280,173,107,68
2012/6/20,208,72,280,173,107,68
2012/6/21,208,72,280,173,107,68
2012/6/22,208,72,280,173,107,68
2012/6/23,208,72,280,173,107,68
2012/6/24,208,72,280,173,107,68
2012/6/25,208,72,280,173,107,68
2012/6/26,208,72,280,173,107,68
2012/6/27,208,72,280,173,107,68
2012/6/28,208,72,280,173,107,68
2012/6/29,208,72,280,173,107,68
2012/6/30,208,72,280,173,107,68
2012/7/1,199,80,279,173,109,64
2012/7/2,199,80,279,173,109,64
2012/7/3,199,80,279,173,109,64
2012/7/4,199,80,279,173,109,64
2012/7/5,199,80,279,173,109,64
2012/7/6,199,80,279,173,109,64
2012/7/7,199,80,279,173,109,64
2012/7/8,199,80,279,173,109,64
2012/7/9,199,80,279,173,109,64
2012/7/10,199,80,279,173,109,64
2012/7/11,199,80,279,173,109,64
2012/7/12,199,80,279,173,109,64
2012/7/13,199,80,279,173,109,64
2012/7/14,199,80,279,173,109,64
2012/7/15,199,80,279,173,109,64
2012/7/16,199,80,279,173,109,64
2012/7/17,199,80,279,173,109,64
2012/7/18,199,80,279,173,109,64
2012/7/19,199,80,279,173,109,64
2012/7/20,199,80,279,173,109,64
2012/7/21,199,80,279,173,109,64
2012/7/22,199,80,279,173,109,64
2012/7/23,199,80,279,173,109,64
2012/7/24,199,80,279,173,109,64
2012/7/25,199,80,279,173,109,64
2012/7/26,199,80,279,173,109,64
2012/7/27,199,80,279,173,109,64
2012/7/28,199,80,279,173,109,64
2012/7/29,199,80,279,173,109,64
2012/7/30,199,80,279,173,109,64
2012/7/31,199,80,279,173,109,64
2012/8/1,199,71,270,169,103,62
2012/8/2,199,71,270,169,103,62
2012/8/3,199,71,270,169,103,62
2012/8/4,199,71,270,169,103,62
2012/8/5,199,71,270,169,103,62
2012/8/6,199,71,270,169,103,62
2012/8/7,199,71,270,169,103,62
2012/8/8,199,71,270,169,103,62
2012/8/9,199,71,270,169,103,62
2012/8/10,199,71,270,169,103,62
2012/8/11,199,71,270,169,103,62
2012/8/12,199,71,270,169,103,62
2012/8/13,199,71,270,169,103,62
2012/8/14,199,71,270,169,103,62
2012/8/15,199,71,270,169,103,62
2012/8/16,199,71,270,169,103,62
2012/8/17,199,71,270,169,103,62
2012/8/18,199,71,270,169,103,62
2012/8/19,199,71,270,169,103,62
2012/8/20,199,71,270,169,103,62
2012/8/21,199,71,270,169,103,62
2012/8/22,199,71,270,169,103,62
2012/8/23,199,71,270,169,103,62
2012/8/24,199,71,270,169,103,62
2012/8/25,199,71,270,169,103,62
2012/8/26,199,71,270,169,103,62
2012/8/27,199,71,270,169,103,62
2012/8/28,199,71,270,169,103,62
2012/8/29,199,71,270,169,103,62
2012/8/30,199,71,270,169,103,62
2012/8/31,199,71,270,169,103,62
2012/9/1,199,72,271,169,104,62
2012/9/2,199,72,271,169,104,62
2012/9/3,199,72,271,169,104,62
2012/9/4,199,72,271,169,104,62
2012/9/5,199,72,271,169,104,62
2012/9/6,199,72,271,169,104,62
2012/9/7,199,72,271,169,104,62
2012/9/8,199,72,271,169,104,62
2012/9/9,199,72,271,169,104,62
2012/9/10,199,72,271,169,104,62
2012/9/11,199,72,271,169,104,62
2012/9/12,199,72,271,169,104,62
2012/9/13,199,72,271,169,104,62
2012/9/14,199,72,271,169,104,62
2012/9/15,199,72,271,169,104,62
2012/9/16,199,72,271,169,104,62
2012/9/17,199,72,271,169,104,62
2012/9/18,199,72,271,169,104,62
2012/9/19,199,72,271,169,104,62
2012/9/20,199,72,271,169,104,62
2012/9/21,199,72,271,169,104,62
2012/9/22,199,72,271,169,104,62
2012/9/23,199,72,271,169,104,62
2012/9/24,199,72,271,169,104,62
2012/9/25,199,72,271,169,104,62
2012/9/26,199,72,271,169,104,62
2012/9/27,199,72,271,169,104,62
2012/9/28,199,72,271,169,104,62
2012/9/29,199,72,271,169,104,62
2012/9/30,199,72,271,169,104,62
2012/10/1,193,76,269,163,106,56
2012/10/2,193,76,269,163,106,56
2012/10/3,193,76,269,163,106,56
2012/10/4,193,76,269,163,106,56
2012/10/5,193,76,269,163,106,56
2012/10/6,193,76,269,163,106,56
2012/10/7,193,76,269,163,106,56
2012/10/8,193,76,269,163,106,56
2012/10/9,193,76,269,163,106,56
2012/10/10,193,76,269,163,106,56
2012/10/11,193,76,269,163,106,56
2012/10/12,193,76,269,163,106,56
2012/10/13,193,76,269,163,106,56
2012/10/14,193,76,269,163,106,56
2012/10/15,193,76,269,163,106,56
2012/10/16,193,76,269,163,106,56
2012/10/17,193,76,269,163,106,56
2012/10/18,193,76,269,163,106,56
2012/10/19,193,76,269,163,106,56
2012/10/20,193,76,269,163,106,56
2012/10/21,193,76,269,163,106,56
2012/10/22,193,76,269,163,106,56
2012/10/23,193,76,269,163,106,56
2012/10/24,193,76,269,163,106,56
2012/10/25,193,76,269,163,106,56
2012/10/26,193,76,269,163,106,56
2012/10/27,193,76,269,163,106,56
2012/10/28,193,76,269,163,106,56
2012/10/29,193,76,269,163,106,56
