,Saitama_m,Tiba_m,Tokyo_m,Kanagawa_m,Osaka_m,Total_m
1247,3416,2970,8378,4846,4683,24293
1248,3416,2970,8378,4846,4683,24293
1249,3869,3475,9821,5658,4882,27705
1250,3869,3475,9821,5658,4882,27705
1251,3869,3475,9821,5658,4882,27705
1252,3869,3475,9821,5658,4882,27705
1253,3869,3475,9821,5658,4882,27705
1254,3869,3475,9821,5658,4882,27705
1255,3869,3475,9821,5658,4882,27705
1256,3869,3475,9821,5658,4882,27705
1257,3869,3475,9821,5658,4882,27705
1258,3869,3475,9821,5658,4882,27705
1259,3869,3475,9821,5658,4882,27705
1260,3869,3475,9821,5658,4882,27705
1261,3869,3475,9821,5658,4882,27705
1262,3869,3475,9821,5658,4882,27705
1263,3869,3475,9821,5658,4882,27705
1264,3869,3475,9821,5658,4882,27705
1265,3869,3475,9821,5658,4882,27705
1266,3869,3475,9821,5658,4882,27705
1267,3869,3475,9821,5658,4882,27705
1268,3869,3475,9821,5658,4882,27705
1269,3869,3475,9821,5658,4882,27705
1270,3869,3475,9821,5658,4882,27705
1271,3869,3475,9821,5658,4882,27705
1272,3869,3475,9821,5658,4882,27705
1273,3869,3475,9821,5658,4882,27705
1274,3869,3475,9821,5658,4882,27705
1275,3869,3475,9821,5658,4882,27705
1276,3869,3475,9821,5658,4882,27705
1277,3869,3475,9821,5658,4882,27705
1278,3869,3475,9821,5658,4882,27705
1279,3869,3475,9821,5658,4882,27705
1280,2455,2093,5716,3371,3154,16789
1281,2455,2093,5716,3371,3154,16789
1282,2455,2093,5716,3371,3154,16789
1283,2455,2093,5716,3371,3154,16789
1284,2455,2093,5716,3371,3154,16789
1285,2455,2093,5716,3371,3154,16789
1286,2455,2093,5716,3371,3154,16789
1287,2455,2093,5716,3371,3154,16789
1288,2455,2093,5716,3371,3154,16789
1289,2455,2093,5716,3371,3154,16789
1290,2455,2093,5716,3371,3154,16789
1291,2455,2093,5716,3371,3154,16789
1292,2455,2093,5716,3371,3154,16789
1293,2455,2093,5716,3371,3154,16789
1294,2455,2093,5716,3371,3154,16789
1295,2455,2093,5716,3371,3154,16789
1296,2455,2093,5716,3371,3154,16789
1297,2455,2093,5716,3371,3154,16789
1298,2455,2093,5716,3371,3154,16789
1299,2455,2093,5716,3371,3154,16789
1300,2455,2093,5716,3371,3154,16789
1301,2455,2093,5716,3371,3154,16789
1302,2455,2093,5716,3371,3154,16789
1303,2455,2093,5716,3371,3154,16789
1304,2455,2093,5716,3371,3154,16789
1305,2455,2093,5716,3371,3154,16789
1306,2455,2093,5716,3371,3154,16789
1307,2455,2093,5716,3371,3154,16789
1308,2455,2093,5716,3371,3154,16789
1309,2455,2093,5716,3371,3154,16789
1310,2455,2093,5716,3371,3154,16789
1311,2944,2525,6903,4041,3977,20390
1312,2944,2525,6903,4041,3977,20390
1313,2944,2525,6903,4041,3977,20390
1314,2944,2525,6903,4041,3977,20390
1315,2944,2525,6903,4041,3977,20390
1316,2944,2525,6903,4041,3977,20390
1317,2944,2525,6903,4041,3977,20390
1318,2944,2525,6903,4041,3977,20390
1319,2944,2525,6903,4041,3977,20390
1320,2944,2525,6903,4041,3977,20390
1321,2944,2525,6903,4041,3977,20390
1322,2944,2525,6903,4041,3977,20390
1323,2944,2525,6903,4041,3977,20390
1324,2944,2525,6903,4041,3977,20390
1325,2944,2525,6903,4041,3977,20390
1326,2944,2525,6903,4041,3977,20390
1327,2944,2525,6903,4041,3977,20390
1328,2944,2525,6903,4041,3977,20390
1329,2944,2525,6903,4041,3977,20390
1330,2944,2525,6903,4041,3977,20390
1331,2944,2525,6903,4041,3977,20390
1332,2944,2525,6903,4041,3977,20390
1333,2944,2525,6903,4041,3977,20390
1334,2944,2525,6903,4041,3977,20390
1335,2944,2525,6903,4041,3977,20390
1336,2944,2525,6903,4041,3977,20390
1337,2944,2525,6903,4041,3977,20390
1338,2944,2525,6903,4041,3977,20390
1339,3631,3221,8712,5206,5048,25818
1340,3631,3221,8712,5206,5048,25818
1341,3631,3221,8712,5206,5048,25818
1342,3631,3221,8712,5206,5048,25818
1343,3631,3221,8712,5206,5048,25818
1344,3631,3221,8712,5206,5048,25818
1345,3631,3221,8712,5206,5048,25818
1346,3631,3221,8712,5206,5048,25818
1347,3631,3221,8712,5206,5048,25818
1348,3631,3221,8712,5206,5048,25818
1349,3631,3221,8712,5206,5048,25818
1350,3631,3221,8712,5206,5048,25818
1351,3631,3221,8712,5206,5048,25818
1352,3631,3221,8712,5206,5048,25818
1353,3631,3221,8712,5206,5048,25818
1354,3631,3221,8712,5206,5048,25818
1355,3631,3221,8712,5206,5048,25818
1356,3631,3221,8712,5206,5048,25818
1357,3631,3221,8712,5206,5048,25818
1358,3631,3221,8712,5206,5048,25818
1359,3631,3221,8712,5206,5048,25818
1360,3631,3221,8712,5206,5048,25818
1361,3631,3221,8712,5206,5048,25818
1362,3631,3221,8712,5206,5048,25818
1363,3631,3221,8712,5206,5048,25818
1364,3631,3221,8712,5206,5048,25818
1365,3631,3221,8712,5206,5048,25818
1366,3631,3221,8712,5206,5048,25818
1367,3631,3221,8712,5206,5048,25818
1368,3631,3221,8712,5206,5048,25818
1369,3631,3221,8712,5206,5048,25818
1370,2835,2438,6730,3884,3946,19833
1371,2835,2438,6730,3884,3946,19833
1372,2835,2438,6730,3884,3946,19833
1373,2835,2438,6730,3884,3946,19833
1374,2835,2438,6730,3884,3946,19833
1375,2835,2438,6730,3884,3946,19833
1376,2835,2438,6730,3884,3946,19833
1377,2835,2438,6730,3884,3946,19833
1378,2835,2438,6730,3884,3946,19833
1379,2835,2438,6730,3884,3946,19833
1380,2835,2438,6730,3884,3946,19833
1381,2835,2438,6730,3884,3946,19833
1382,2835,2438,6730,3884,3946,19833
1383,2835,2438,6730,3884,3946,19833
1384,2835,2438,6730,3884,3946,19833
1385,2835,2438,6730,3884,3946,19833
1386,2835,2438,6730,3884,3946,19833
1387,2835,2438,6730,3884,3946,19833
1388,2835,2438,6730,3884,3946,19833
1389,2835,2438,6730,3884,3946,19833
1390,2835,2438,6730,3884,3946,19833
1391,2835,2438,6730,3884,3946,19833
1392,2835,2438,6730,3884,3946,19833
1393,2835,2438,6730,3884,3946,19833
1394,2835,2438,6730,3884,3946,19833
1395,2835,2438,6730,3884,3946,19833
1396,2835,2438,6730,3884,3946,19833
1397,2835,2438,6730,3884,3946,19833
1398,2835,2438,6730,3884,3946,19833
1399,2835,2438,6730,3884,3946,19833
1400,2960,2707,7612,4207,4153,21639
1401,2960,2707,7612,4207,4153,21639
1402,2960,2707,7612,4207,4153,21639
1403,2960,2707,7612,4207,4153,21639
1404,2960,2707,7612,4207,4153,21639
1405,2960,2707,7612,4207,4153,21639
1406,2960,2707,7612,4207,4153,21639
1407,2960,2707,7612,4207,4153,21639
1408,2960,2707,7612,4207,4153,21639
1409,2960,2707,7612,4207,4153,21639
1410,2960,2707,7612,4207,4153,21639
1411,2960,2707,7612,4207,4153,21639
1412,2960,2707,7612,4207,4153,21639
1413,2960,2707,7612,4207,4153,21639
1414,2960,2707,7612,4207,4153,21639
1415,2960,2707,7612,4207,4153,21639
1416,2960,2707,7612,4207,4153,21639
1417,2960,2707,7612,4207,4153,21639
1418,2960,2707,7612,4207,4153,21639
1419,2960,2707,7612,4207,4153,21639
1420,2960,2707,7612,4207,4153,21639
1421,2960,2707,7612,4207,4153,21639
1422,2960,2707,7612,4207,4153,21639
1423,2960,2707,7612,4207,4153,21639
1424,2960,2707,7612,4207,4153,21639
1425,2960,2707,7612,4207,4153,21639
1426,2960,2707,7612,4207,4153,21639
1427,2960,2707,7612,4207,4153,21639
1428,2960,2707,7612,4207,4153,21639
1429,2960,2707,7612,4207,4153,21639
1430,2960,2707,7612,4207,4153,21639
1431,2763,2420,6668,3681,3651,19183
1432,2763,2420,6668,3681,3651,19183
1433,2763,2420,6668,3681,3651,19183
1434,2763,2420,6668,3681,3651,19183
1435,2763,2420,6668,3681,3651,19183
1436,2763,2420,6668,3681,3651,19183
1437,2763,2420,6668,3681,3651,19183
1438,2763,2420,6668,3681,3651,19183
1439,2763,2420,6668,3681,3651,19183
1440,2763,2420,6668,3681,3651,19183
1441,2763,2420,6668,3681,3651,19183
1442,2763,2420,6668,3681,3651,19183
1443,2763,2420,6668,3681,3651,19183
1444,2763,2420,6668,3681,3651,19183
1445,2763,2420,6668,3681,3651,19183
1446,2763,2420,6668,3681,3651,19183
1447,2763,2420,6668,3681,3651,19183
1448,2763,2420,6668,3681,3651,19183
1449,2763,2420,6668,3681,3651,19183
1450,2763,2420,6668,3681,3651,19183
1451,2763,2420,6668,3681,3651,19183
1452,2763,2420,6668,3681,3651,19183
1453,2763,2420,6668,3681,3651,19183
1454,2763,2420,6668,3681,3651,19183
1455,2763,2420,6668,3681,3651,19183
1456,2763,2420,6668,3681,3651,19183
1457,2763,2420,6668,3681,3651,19183
1458,2763,2420,6668,3681,3651,19183
1459,2763,2420,6668,3681,3651,19183
1460,2763,2420,6668,3681,3651,19183
1461,3358,3027,8581,4533,4480,23979
1462,3358,3027,8581,4533,4480,23979
1463,3358,3027,8581,4533,4480,23979
1464,3358,3027,8581,4533,4480,23979
1465,3358,3027,8581,4533,4480,23979
1466,3358,3027,8581,4533,4480,23979
1467,3358,3027,8581,4533,4480,23979
1468,3358,3027,8581,4533,4480,23979
1469,3358,3027,8581,4533,4480,23979
1470,3358,3027,8581,4533,4480,23979
1471,3358,3027,8581,4533,4480,23979
1472,3358,3027,8581,4533,4480,23979
1473,3358,3027,8581,4533,4480,23979
1474,3358,3027,8581,4533,4480,23979
1475,3358,3027,8581,4533,4480,23979
1476,3358,3027,8581,4533,4480,23979
1477,3358,3027,8581,4533,4480,23979
1478,3358,3027,8581,4533,4480,23979
1479,3358,3027,8581,4533,4480,23979
1480,3358,3027,8581,4533,4480,23979
1481,3358,3027,8581,4533,4480,23979
1482,3358,3027,8581,4533,4480,23979
1483,3358,3027,8581,4533,4480,23979
1484,3358,3027,8581,4533,4480,23979
1485,3358,3027,8581,4533,4480,23979
1486,3358,3027,8581,4533,4480,23979
1487,3358,3027,8581,4533,4480,23979
1488,3358,3027,8581,4533,4480,23979
1489,3358,3027,8581,4533,4480,23979
1490,3358,3027,8581,4533,4480,23979
1491,3358,3027,8581,4533,4480,23979
1492,2837,2373,6610,3727,3505,19052
1493,2837,2373,6610,3727,3505,19052
1494,2837,2373,6610,3727,3505,19052
1495,2837,2373,6610,3727,3505,19052
1496,2837,2373,6610,3727,3505,19052
1497,2837,2373,6610,3727,3505,19052
1498,2837,2373,6610,3727,3505,19052
1499,2837,2373,6610,3727,3505,19052
1500,2837,2373,6610,3727,3505,19052
1501,2837,2373,6610,3727,3505,19052
1502,2837,2373,6610,3727,3505,19052
1503,2837,2373,6610,3727,3505,19052
1504,2837,2373,6610,3727,3505,19052
1505,2837,2373,6610,3727,3505,19052
1506,2837,2373,6610,3727,3505,19052
1507,2837,2373,6610,3727,3505,19052
1508,2837,2373,6610,3727,3505,19052
1509,2837,2373,6610,3727,3505,19052
1510,2837,2373,6610,3727,3505,19052
1511,2837,2373,6610,3727,3505,19052
1512,2837,2373,6610,3727,3505,19052
1513,2837,2373,6610,3727,3505,19052
1514,2837,2373,6610,3727,3505,19052
1515,2837,2373,6610,3727,3505,19052
1516,2837,2373,6610,3727,3505,19052
1517,2837,2373,6610,3727,3505,19052
1518,2837,2373,6610,3727,3505,19052
1519,2837,2373,6610,3727,3505,19052
1520,2837,2373,6610,3727,3505,19052
1521,2837,2373,6610,3727,3505,19052
1522,2837,2373,6610,3727,3505,19052
1523,2426,2011,6006,3398,3269,17110
1524,2426,2011,6006,3398,3269,17110
1525,2426,2011,6006,3398,3269,17110
1526,2426,2011,6006,3398,3269,17110
1527,2426,2011,6006,3398,3269,17110
1528,2426,2011,6006,3398,3269,17110
1529,2426,2011,6006,3398,3269,17110
1530,2426,2011,6006,3398,3269,17110
1531,2426,2011,6006,3398,3269,17110
1532,2426,2011,6006,3398,3269,17110
1533,2426,2011,6006,3398,3269,17110
1534,2426,2011,6006,3398,3269,17110
1535,2426,2011,6006,3398,3269,17110
1536,2426,2011,6006,3398,3269,17110
1537,2426,2011,6006,3398,3269,17110
1538,2426,2011,6006,3398,3269,17110
1539,2426,2011,6006,3398,3269,17110
1540,2426,2011,6006,3398,3269,17110
1541,2426,2011,6006,3398,3269,17110
1542,2426,2011,6006,3398,3269,17110
1543,2426,2011,6006,3398,3269,17110
1544,2426,2011,6006,3398,3269,17110
1545,2426,2011,6006,3398,3269,17110
1546,2426,2011,6006,3398,3269,17110
1547,2426,2011,6006,3398,3269,17110
1548,2426,2011,6006,3398,3269,17110
1549,2426,2011,6006,3398,3269,17110
1550,2426,2011,6006,3398,3269,17110
1551,2426,2011,6006,3398,3269,17110
1552,2426,2011,6006,3398,3269,17110
1553,2818,2371,6743,3801,3780,19513
1554,2818,2371,6743,3801,3780,19513
1555,2818,2371,6743,3801,3780,19513
1556,2818,2371,6743,3801,3780,19513
1557,2818,2371,6743,3801,3780,19513
1558,2818,2371,6743,3801,3780,19513
1559,2818,2371,6743,3801,3780,19513
1560,2818,2371,6743,3801,3780,19513
1561,2818,2371,6743,3801,3780,19513
1562,2818,2371,6743,3801,3780,19513
1563,2818,2371,6743,3801,3780,19513
1564,2818,2371,6743,3801,3780,19513
1565,2818,2371,6743,3801,3780,19513
1566,2818,2371,6743,3801,3780,19513
1567,2818,2371,6743,3801,3780,19513
1568,2818,2371,6743,3801,3780,19513
1569,2818,2371,6743,3801,3780,19513
1570,2818,2371,6743,3801,3780,19513
1571,2818,2371,6743,3801,3780,19513
1572,2818,2371,6743,3801,3780,19513
1573,2818,2371,6743,3801,3780,19513
1574,2818,2371,6743,3801,3780,19513
1575,2818,2371,6743,3801,3780,19513
1576,2818,2371,6743,3801,3780,19513
1577,2818,2371,6743,3801,3780,19513
1578,2818,2371,6743,3801,3780,19513
1579,2818,2371,6743,3801,3780,19513
1580,2818,2371,6743,3801,3780,19513
1581,2818,2371,6743,3801,3780,19513
1582,2818,2371,6743,3801,3780,19513
1583,2818,2371,6743,3801,3780,19513
1584,4023,3451,10085,5546,5530,28635
1585,4023,3451,10085,5546,5530,28635
1586,4023,3451,10085,5546,5530,28635
1587,4023,3451,10085,5546,5530,28635
1588,4023,3451,10085,5546,5530,28635
1589,4023,3451,10085,5546,5530,28635
1590,4023,3451,10085,5546,5530,28635
1591,4023,3451,10085,5546,5530,28635
1592,4023,3451,10085,5546,5530,28635
1593,4023,3451,10085,5546,5530,28635
1594,4023,3451,10085,5546,5530,28635
1595,4023,3451,10085,5546,5530,28635
1596,4023,3451,10085,5546,5530,28635
1597,4023,3451,10085,5546,5530,28635
1598,4023,3451,10085,5546,5530,28635
1599,4023,3451,10085,5546,5530,28635
1600,4023,3451,10085,5546,5530,28635
1601,4023,3451,10085,5546,5530,28635
1602,4023,3451,10085,5546,5530,28635
1603,4023,3451,10085,5546,5530,28635
1604,4023,3451,10085,5546,5530,28635
1605,4023,3451,10085,5546,5530,28635
1606,4023,3451,10085,5546,5530,28635
1607,4023,3451,10085,5546,5530,28635
1608,4023,3451,10085,5546,5530,28635
1609,4023,3451,10085,5546,5530,28635
1610,4023,3451,10085,5546,5530,28635
1611,4023,3451,10085,5546,5530,28635
1612,4023,3451,10085,5546,5530,28635
1613,4023,3451,10085,5546,5530,28635
1614,3229,2738,7701,4374,4103,22145
1615,3229,2738,7701,4374,4103,22145
1616,3229,2738,7701,4374,4103,22145
1617,3229,2738,7701,4374,4103,22145
1618,3229,2738,7701,4374,4103,22145
1619,3229,2738,7701,4374,4103,22145
1620,3229,2738,7701,4374,4103,22145
1621,3229,2738,7701,4374,4103,22145
1622,3229,2738,7701,4374,4103,22145
1623,3229,2738,7701,4374,4103,22145
1624,3229,2738,7701,4374,4103,22145
1625,3229,2738,7701,4374,4103,22145
1626,3229,2738,7701,4374,4103,22145
1627,3229,2738,7701,4374,4103,22145
1628,3229,2738,7701,4374,4103,22145
1629,3229,2738,7701,4374,4103,22145
1630,3229,2738,7701,4374,4103,22145
1631,3229,2738,7701,4374,4103,22145
1632,3229,2738,7701,4374,4103,22145
1633,3229,2738,7701,4374,4103,22145
1634,3229,2738,7701,4374,4103,22145
1635,3229,2738,7701,4374,4103,22145
1636,3229,2738,7701,4374,4103,22145
1637,3229,2738,7701,4374,4103,22145
1638,3229,2738,7701,4374,4103,22145
1639,3229,2738,7701,4374,4103,22145
1640,3229,2738,7701,4374,4103,22145
1641,3229,2738,7701,4374,4103,22145
1642,3229,2738,7701,4374,4103,22145
1643,3229,2738,7701,4374,4103,22145
1644,3229,2738,7701,4374,4103,22145
1645,2427,2110,5975,3269,3196,16977
1646,2427,2110,5975,3269,3196,16977
1647,2427,2110,5975,3269,3196,16977
1648,2427,2110,5975,3269,3196,16977
1649,2427,2110,5975,3269,3196,16977
1650,2427,2110,5975,3269,3196,16977
1651,2427,2110,5975,3269,3196,16977
1652,2427,2110,5975,3269,3196,16977
1653,2427,2110,5975,3269,3196,16977
1654,2427,2110,5975,3269,3196,16977
1655,2427,2110,5975,3269,3196,16977
1656,2427,2110,5975,3269,3196,16977
1657,2427,2110,5975,3269,3196,16977
1658,2427,2110,5975,3269,3196,16977
1659,2427,2110,5975,3269,3196,16977
1660,2427,2110,5975,3269,3196,16977
1661,2427,2110,5975,3269,3196,16977
1662,2427,2110,5975,3269,3196,16977
1663,2427,2110,5975,3269,3196,16977
1664,2427,2110,5975,3269,3196,16977
1665,2427,2110,5975,3269,3196,16977
1666,2427,2110,5975,3269,3196,16977
1667,2427,2110,5975,3269,3196,16977
1668,2427,2110,5975,3269,3196,16977
1669,2427,2110,5975,3269,3196,16977
1670,2427,2110,5975,3269,3196,16977
1671,2427,2110,5975,3269,3196,16977
1672,2427,2110,5975,3269,3196,16977
1673,2427,2110,5975,3269,3196,16977
1674,2427,2110,5975,3269,3196,16977
1675,2427,2110,5975,3269,3196,16977
1676,3338,2914,8035,4515,4416,23218
1677,3338,2914,8035,4515,4416,23218
1678,3338,2914,8035,4515,4416,23218
1679,3338,2914,8035,4515,4416,23218
1680,3338,2914,8035,4515,4416,23218
1681,3338,2914,8035,4515,4416,23218
1682,3338,2914,8035,4515,4416,23218
1683,3338,2914,8035,4515,4416,23218
1684,3338,2914,8035,4515,4416,23218
1685,3338,2914,8035,4515,4416,23218
1686,3338,2914,8035,4515,4416,23218
1687,3338,2914,8035,4515,4416,23218
1688,3338,2914,8035,4515,4416,23218
1689,3338,2914,8035,4515,4416,23218
1690,3338,2914,8035,4515,4416,23218
1691,3338,2914,8035,4515,4416,23218
1692,3338,2914,8035,4515,4416,23218
1693,3338,2914,8035,4515,4416,23218
1694,3338,2914,8035,4515,4416,23218
1695,3338,2914,8035,4515,4416,23218
1696,3338,2914,8035,4515,4416,23218
1697,3338,2914,8035,4515,4416,23218
1698,3338,2914,8035,4515,4416,23218
1699,3338,2914,8035,4515,4416,23218
1700,3338,2914,8035,4515,4416,23218
1701,3338,2914,8035,4515,4416,23218
1702,3338,2914,8035,4515,4416,23218
1703,3338,2914,8035,4515,4416,23218
1704,3701,3279,8737,5035,5041,25793
1705,3701,3279,8737,5035,5041,25793
1706,3701,3279,8737,5035,5041,25793
1707,3701,3279,8737,5035,5041,25793
1708,3701,3279,8737,5035,5041,25793
1709,3701,3279,8737,5035,5041,25793
1710,3701,3279,8737,5035,5041,25793
1711,3701,3279,8737,5035,5041,25793
1712,3701,3279,8737,5035,5041,25793
1713,3701,3279,8737,5035,5041,25793
1714,3701,3279,8737,5035,5041,25793
1715,3701,3279,8737,5035,5041,25793
1716,3701,3279,8737,5035,5041,25793
1717,3701,3279,8737,5035,5041,25793
1718,3701,3279,8737,5035,5041,25793
1719,3701,3279,8737,5035,5041,25793
1720,3701,3279,8737,5035,5041,25793
1721,3701,3279,8737,5035,5041,25793
1722,3701,3279,8737,5035,5041,25793
1723,3701,3279,8737,5035,5041,25793
1724,3701,3279,8737,5035,5041,25793
1725,3701,3279,8737,5035,5041,25793
1726,3701,3279,8737,5035,5041,25793
1727,3701,3279,8737,5035,5041,25793
1728,3701,3279,8737,5035,5041,25793
1729,3701,3279,8737,5035,5041,25793
1730,3701,3279,8737,5035,5041,25793
1731,3701,3279,8737,5035,5041,25793
1732,3701,3279,8737,5035,5041,25793
1733,3701,3279,8737,5035,5041,25793
1734,3701,3279,8737,5035,5041,25793
1735,2754,2418,6809,3891,3848,19720
1736,2754,2418,6809,3891,3848,19720
1737,2754,2418,6809,3891,3848,19720
1738,2754,2418,6809,3891,3848,19720
1739,2754,2418,6809,3891,3848,19720
1740,2754,2418,6809,3891,3848,19720
1741,2754,2418,6809,3891,3848,19720
1742,2754,2418,6809,3891,3848,19720
1743,2754,2418,6809,3891,3848,19720
1744,2754,2418,6809,3891,3848,19720
1745,2754,2418,6809,3891,3848,19720
1746,2754,2418,6809,3891,3848,19720
1747,2754,2418,6809,3891,3848,19720
1748,2754,2418,6809,3891,3848,19720
1749,2754,2418,6809,3891,3848,19720
1750,2754,2418,6809,3891,3848,19720
1751,2754,2418,6809,3891,3848,19720
1752,2754,2418,6809,3891,3848,19720
1753,2754,2418,6809,3891,3848,19720
1754,2754,2418,6809,3891,3848,19720
1755,2754,2418,6809,3891,3848,19720
1756,2754,2418,6809,3891,3848,19720
1757,2754,2418,6809,3891,3848,19720
1758,2754,2418,6809,3891,3848,19720
1759,2754,2418,6809,3891,3848,19720
1760,2754,2418,6809,3891,3848,19720
1761,2754,2418,6809,3891,3848,19720
1762,2754,2418,6809,3891,3848,19720
1763,2754,2418,6809,3891,3848,19720
1764,2754,2418,6809,3891,3848,19720
1765,2802,2378,7296,3975,3889,20340
1766,2802,2378,7296,3975,3889,20340
1767,2802,2378,7296,3975,3889,20340
1768,2802,2378,7296,3975,3889,20340
1769,2802,2378,7296,3975,3889,20340
1770,2802,2378,7296,3975,3889,20340
1771,2802,2378,7296,3975,3889,20340
1772,2802,2378,7296,3975,3889,20340
1773,2802,2378,7296,3975,3889,20340
1774,2802,2378,7296,3975,3889,20340
1775,2802,2378,7296,3975,3889,20340
1776,2802,2378,7296,3975,3889,20340
1777,2802,2378,7296,3975,3889,20340
1778,2802,2378,7296,3975,3889,20340
1779,2802,2378,7296,3975,3889,20340
1780,2802,2378,7296,3975,3889,20340
1781,2802,2378,7296,3975,3889,20340
1782,2802,2378,7296,3975,3889,20340
1783,2802,2378,7296,3975,3889,20340
1784,2802,2378,7296,3975,3889,20340
1785,2802,2378,7296,3975,3889,20340
1786,2802,2378,7296,3975,3889,20340
1787,2802,2378,7296,3975,3889,20340
1788,2802,2378,7296,3975,3889,20340
1789,2802,2378,7296,3975,3889,20340
1790,2802,2378,7296,3975,3889,20340
1791,2802,2378,7296,3975,3889,20340
1792,2802,2378,7296,3975,3889,20340
1793,2802,2378,7296,3975,3889,20340
1794,2802,2378,7296,3975,3889,20340
1795,2802,2378,7296,3975,3889,20340
1796,2685,2251,6447,3715,3441,18539
1797,2685,2251,6447,3715,3441,18539
1798,2685,2251,6447,3715,3441,18539
1799,2685,2251,6447,3715,3441,18539
1800,2685,2251,6447,3715,3441,18539
1801,2685,2251,6447,3715,3441,18539
1802,2685,2251,6447,3715,3441,18539
1803,2685,2251,6447,3715,3441,18539
1804,2685,2251,6447,3715,3441,18539
1805,2685,2251,6447,3715,3441,18539
1806,2685,2251,6447,3715,3441,18539
1807,2685,2251,6447,3715,3441,18539
1808,2685,2251,6447,3715,3441,18539
1809,2685,2251,6447,3715,3441,18539
1810,2685,2251,6447,3715,3441,18539
1811,2685,2251,6447,3715,3441,18539
1812,2685,2251,6447,3715,3441,18539
1813,2685,2251,6447,3715,3441,18539
1814,2685,2251,6447,3715,3441,18539
1815,2685,2251,6447,3715,3441,18539
1816,2685,2251,6447,3715,3441,18539
1817,2685,2251,6447,3715,3441,18539
1818,2685,2251,6447,3715,3441,18539
1819,2685,2251,6447,3715,3441,18539
1820,2685,2251,6447,3715,3441,18539
1821,2685,2251,6447,3715,3441,18539
1822,2685,2251,6447,3715,3441,18539
1823,2685,2251,6447,3715,3441,18539
1824,2685,2251,6447,3715,3441,18539
1825,2685,2251,6447,3715,3441,18539
1826,3154,2879,8078,4526,4148,22785
1827,3154,2879,8078,4526,4148,22785
1828,3154,2879,8078,4526,4148,22785
1829,3154,2879,8078,4526,4148,22785
1830,3154,2879,8078,4526,4148,22785
1831,3154,2879,8078,4526,4148,22785
1832,3154,2879,8078,4526,4148,22785
1833,3154,2879,8078,4526,4148,22785
1834,3154,2879,8078,4526,4148,22785
1835,3154,2879,8078,4526,4148,22785
1836,3154,2879,8078,4526,4148,22785
1837,3154,2879,8078,4526,4148,22785
1838,3154,2879,8078,4526,4148,22785
1839,3154,2879,8078,4526,4148,22785
1840,3154,2879,8078,4526,4148,22785
1841,3154,2879,8078,4526,4148,22785
1842,3154,2879,8078,4526,4148,22785
1843,3154,2879,8078,4526,4148,22785
1844,3154,2879,8078,4526,4148,22785
1845,3154,2879,8078,4526,4148,22785
1846,3154,2879,8078,4526,4148,22785
1847,3154,2879,8078,4526,4148,22785
1848,3154,2879,8078,4526,4148,22785
1849,3154,2879,8078,4526,4148,22785
1850,3154,2879,8078,4526,4148,22785
1851,3154,2879,8078,4526,4148,22785
1852,3154,2879,8078,4526,4148,22785
1853,3154,2879,8078,4526,4148,22785
1854,3154,2879,8078,4526,4148,22785
1855,3154,2879,8078,4526,4148,22785
